X,Y,OBJECTID,key_crash,DateOfCrash,LocalUse,LocationRelationToRoad,LocationInNearIndicator,LocationCity,LocationCounty,LocationRoadNameOn,LocationFeetFromRoad,LocationDirectionFromRoad,LocationAtFromIndicator,LocationRoadNameAt,LocationDirectionToRoad,LocationRoadNameTo,FirstHarmfulEvent,MostHarmfulEvent,RoadClassification,RoadFeature,TrafficControlType,WeatherCondition1,WeatherCondition2,WeatherContributedToCrash,UpdateDate,Crash_Date_Day,Crash_Date_DOW,Crash_Date_DOW_Num,Crash_Date_Hour,Crash_Date_Month,Crash_Date_Month_Num,Crash_Date_Year,drivers,passengers,pedestrians,pedalcyclists,other_person_type,unknown_person_type,killed,type_a_injury,type_b_injury,type_c_injury,no_injury,injury_unknown,LocationLatitude,LocationLongitude
-78.5870000002606,35.9250000001832,87645,211084,2018/07/25 20:12:00+00,P18039884,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,FALLS OF NEUSE RD,0,,At,WHITTINGTON DR,S,OCTOBER RD,Pedalcyclist,Pedalcyclist,Other*,Four-way intersection,Stop sign,Clear,,No,2018/07/30 20:10:00.496+00,25,Wednesday,4,12,July,7,2018,1,0,0,1,0,0,0,0,0,0,2,0,35.925,-78.587
-78.6667000001149,35.7873999996366,87876,211317,2018/07/27 22:36:00+00,P18040328,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILLSBOROUGH  ST,30,E,From,CHAMBERLAIN ST,E,LOGAN CT,Pedestrian,Parked Motor Vehicle,Local Street,No Special Feature,No control present,Cloudy,,No,2018/07/30 21:10:00.359+00,27,Friday,6,14,July,7,2018,2,0,1,1,0,0,0,0,0,1,1,0,35.7874,-78.6667
-78.6058999995779,35.7728000001344,88007,211453,2018/07/31 00:49:00+00,P18040959,Outside Trafficway,In,RALEIGH,Wake,400 PEYSTON ST,300,S,From,POOLE RD,S,MLK JR BLVD,Pedalcyclist,Pedalcyclist,Public Vehicular Area,No Special Feature,No control present,Rain,,No,2018/07/31 22:45:00.099+00,30,Monday,2,16,July,7,2018,1,0,0,1,0,0,0,0,0,1,1,0,35.7728,-78.6059
-78.5823000003211,35.8605999998172,88037,211483,2018/07/30 23:10:00+00,P18040931,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,5505 CAPITAL BLVD,200,W,From,CAPITAL BLVD,N,OAK FOREST DR,Pedalcyclist,Pedalcyclist,Public Vehicular Area,"Driveway, private",No control present,Clear,,No,2018/08/03 18:09:59.930+00,30,Monday,2,15,July,7,2018,1,0,0,1,0,0,0,0,1,0,1,0,35.8606,-78.5823
-78.6324999999813,35.7753000000291,88244,211691,2018/08/03 02:36:00+00,P18041590,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,E DAVIE ST,0,,At,S EAST ST,N,W MARTIN ST,Angle,Angle,Local Street,Four-way intersection,Stop and go signal,Rain,,No,2018/08/08 20:09:59.569+00,2,Thursday,5,18,August,8,2018,1,0,0,1,0,0,0,0,0,1,1,0,35.7753,-78.6325
-78.6412000002517,35.7640000000969,89165,212620,2018/08/16 03:51:00+00,P18044249,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,GAS LIGHT CREEK,0,,At,GAS LIGHT CREEK,S,KEETER CENTER DR,Angle,Angle,Local Street,Four-way intersection,Stop sign,Clear,,No,2018/08/17 18:45:00.193+00,15,Wednesday,4,19,August,8,2018,1,0,0,1,0,0,0,0,0,1,1,0,35.764,-78.6412
-78.6326199996319,35.7740100001027,89415,212872,2018/08/20 00:40:00+00,P18044985,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,S EAST ST,0,,At,E CABARRUS ST,,,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop sign,Clear,,No,2018/12/21 23:50:00.066+00,19,Sunday,1,16,August,8,2018,1,0,0,1,2,0,0,1,1,1,1,0,35.77401,-78.63262
-78.6208999999202,35.8508000000579,89629,213088,2018/08/22 22:57:00+00,P18045566,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,QUAIL HOLLOW DR,5,S,From,E  MILLBROOK RD,S,CEDARHURST DR,Pedalcyclist,Pedalcyclist,Local Street,Related to intersection,Stop sign,Clear,,No,2018/08/23 18:09:59.953+00,22,Wednesday,4,14,August,8,2018,1,0,0,1,0,0,0,0,0,1,1,0,35.8508,-78.6209
-78.6141999998152,35.8517999996752,89634,213093,2018/08/23 00:20:00+00,P18045573,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,FALLS OF NEUSE RD,75,N,From,MILLBROOK  RD,N,QUAIL RIDGE RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2018/08/23 18:44:59.947+00,22,Wednesday,4,16,August,8,2018,0,0,0,1,0,1,0,0,0,1,0,0,35.8518,-78.6142
-78.633500000064,35.772700000253,89857,213317,2018/08/26 02:03:00+00,P18046165,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,E LENOIR ST,0,,At,S BLOODWORTH ST,E,S EAST ST,"Left turn, same roadway","Left turn, same roadway",Local Street,Four-way intersection,Stop sign,Clear,,No,2018/08/27 19:44:59.773+00,25,Saturday,7,18,August,8,2018,0,0,0,1,0,1,0,0,0,1,0,0,35.7727,-78.6335
-78.6477000003401,35.7744000000841,90113,213574,2018/08/22 02:57:00+00,P18045422,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,S SAUNDERS ST,15,S,From,W CABARRUS ST,S,W LENOIR ST,Parked Motor Vehicle,Parked Motor Vehicle,Local Street,T-intersection,No control present,Clear,,No,2018/08/30 19:44:59.622+00,21,Tuesday,3,18,August,8,2018,1,0,0,1,0,0,0,0,1,0,0,0,35.7744,-78.6477
-78.6755099999901,35.7809100000823,90205,213667,2018/08/31 03:55:00+00,P18047222,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,WESTERN BLVD,0,,At,MORRILL DR,S,AVENT FERRY RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop and go signal,Clear,,No,2018/09/04 23:09:59.940+00,30,Thursday,5,19,August,8,2018,1,0,0,1,0,0,0,0,1,0,1,0,35.78091,-78.67551
-78.6540999999711,35.7819000000248,90808,214279,2018/09/04 01:53:00+00,P18047949,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILLSBOROUGH  ST,,E,From,W MORGAN ST,E,MAYO ST,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2018/09/10 22:45:00.177+00,3,Monday,2,17,September,9,2018,1,0,0,1,0,0,0,0,1,0,1,0,35.7819,-78.6541
-78.6212999999533,35.7474000000639,90847,214319,2018/09/10 09:50:00+00,P18049233,Outside Trafficway,In,RALEIGH,Wake,CROSS LINK RD,200,NE,From,DANDRIDGE DR,NE,HADLEY RD,Pedalcyclist,Pedalcyclist,Local Street,Shared-use paths or trails,No control present,Clear,,No,2018/09/10 23:09:59.963+00,10,Monday,2,1,September,9,2018,1,0,0,1,0,0,0,0,1,0,0,1,35.7474,-78.6213
-78.6628000002415,35.7909000000359,90903,214375,2018/09/11 00:21:00+00,P18049366,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,CAMERON ST,0,,At,OBERLIN RD,S,CAMERON ST,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,Stop and go signal,Clear,,No,2018/09/11 19:45:00.013+00,10,Monday,2,16,September,9,2018,1,0,0,1,0,0,0,0,0,1,1,0,35.7909,-78.6628
-78.6125000001238,35.7536999996995,90981,214454,2018/09/11 22:19:00+00,P18049571,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,LYNDHURST DR,0,,At,ROCK QUARRY RD,E,CROSS LINK RD,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,Stop sign,Clear,,No,2018/09/24 21:09:59.690+00,11,Tuesday,3,14,September,9,2018,1,0,0,1,0,0,0,0,1,0,1,0,35.7537,-78.6125
-78.5968500004015,35.907520000209,91006,214479,2018/09/11 14:40:00+00,P18049455,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,RIO WILD DR,0,,At,DURANT RD,W,FALLS  OF NEUSE RD,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,No control present,Clear,,No,2018/09/21 18:45:00.013+00,11,Tuesday,3,6,September,9,2018,1,0,0,1,0,0,0,0,1,0,0,0,35.90752,-78.59685
-78.6353000002129,35.7767000001835,91090,214563,2018/09/09 08:47:00+00,P18049072,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,E MARTIN ST,25,W,From,S PERSON ST,W,S BLOUNT ST,Head on,Head on,Local Street,No Special Feature,No control present,Clear,,No,2018/10/05 19:45:00.183+00,9,Sunday,1,0,September,9,2018,1,0,0,1,0,0,0,0,1,0,1,0,35.7767,-78.6353
-78.7127000003261,35.7864000002563,91551,215033,2018/09/19 16:32:00+00,P18050865,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,WESTERN BLVD,0,,At,POWELL DR,E,DEBOY ST,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2018/09/21 20:09:59.657+00,19,Wednesday,4,8,September,9,2018,1,0,0,1,0,0,0,0,1,0,1,0,35.7864,-78.7127
-78.7053299998513,35.7668900000083,91574,215056,2018/09/21 02:35:00+00,P18051228,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,AVENT FERRY RD,0,,At,PINEVIEW DR,E,SWIFT DR,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2018/09/21 18:44:59.806+00,20,Thursday,5,18,September,9,2018,1,0,0,1,0,0,0,0,0,0,1,0,35.76689,-78.70533
-78.5801799996067,35.8483600001709,91767,215254,2018/09/20 20:12:00+00,P18051143,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,4600  CAPITAL BLVD,528,S,From,N NEW HOPE RD,S,CALVARY DR,Pedalcyclist,Pedalcyclist,Public Vehicular Area,No Special Feature,Stop sign,Clear,,No,2018/09/24 19:09:59.782+00,20,Thursday,5,12,September,9,2018,1,0,0,1,0,0,0,0,1,0,1,0,35.84836,-78.58018
-78.5917000002001,35.7474999996713,92187,215686,2018/09/30 04:27:00+00,P18053100,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,ROCK  QUARRY  RD,40,W,From,DUTCHMAN RD,W,SHEPHERD VALLEY ST,"Rear end, slow or stop","Rear end, slow or stop",Local Street,No Special Feature,No control present,Clear,,No,2018/10/01 19:45:00.003+00,29,Saturday,7,20,September,9,2018,1,1,0,1,0,0,0,1,0,0,2,0,35.7475,-78.5917
-78.6777999996854,35.7899000002437,92410,215909,2018/10/03 02:45:00+00,P18053699,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILLSBOROUGH ST,0,,At,CONCORD ST,S,M E VALENTINE DR,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,No control present,Clear,,No,2018/10/03 21:09:59.637+00,2,Tuesday,3,18,October,10,2018,1,0,0,1,0,0,0,0,1,0,0,1,35.7899,-78.6778
-78.637999999987,35.7811000000997,92562,216064,2018/10/04 20:00:00+00,P18054025,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,E EDENTON ST,0,,At,N WILMINGTON ST,S,NEW BERN PL,Angle,Angle,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2018/10/09 23:09:59.957+00,4,Thursday,5,12,October,10,2018,1,0,0,1,0,0,0,0,0,1,1,0,35.7811,-78.638
-78.705299999714,35.8098999996664,93612,217128,2018/10/15 01:30:00+00,P18056193,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,BLUE RIDGE  RD,0,,At,REEDY CREEK RD,S,WADE AVE,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2018/10/22 20:50:00.220+00,14,Sunday,1,17,October,10,2018,1,0,0,1,0,0,0,0,0,1,1,0,35.8099,-78.7053
-78.6180799995971,35.7797899997269,93620,217136,2018/10/19 00:51:00+00,P18056989,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,SUNBURY ST,0,,At,NEW BERN AVE,W,POOLE  RD,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,Stop sign,Clear,,No,2018/10/23 19:50:00.319+00,18,Thursday,5,16,October,10,2018,1,0,0,1,0,0,0,0,0,1,1,0,35.77979,-78.61808
-78.6881999996472,35.7834999997714,93858,217377,2018/10/21 22:25:00+00,P18057596,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,SHERMAN AVE,0,,At,CARLTON AVE,W,CLANTON ST,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop sign,Clear,,No,2018/10/22 21:50:00.457+00,21,Sunday,1,14,October,10,2018,1,0,0,1,0,0,0,1,0,0,1,0,35.7835,-78.6882
-78.6390000000697,35.7594999997372,94181,217706,2018/10/20 21:46:00+00,P18057395,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,S SALISBURY ST,50,S,From,W DAVIE ST,S,W CABARRUS ST,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Cloudy,,No,2018/11/02 19:09:59.892+00,20,Saturday,7,13,October,10,2018,1,0,0,1,0,0,0,0,0,0,2,0,35.7595,-78.639
-78.5990999999139,35.8483000000873,94241,217766,2018/10/18 20:47:00+00,P18056958,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,LEAFCREST CT,0,,At,MILLBROOK RD,N,ALPINIS DR,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,Stop sign,Cloudy,,No,2018/10/31 19:50:00.647+00,18,Thursday,5,12,October,10,2018,1,0,0,1,0,0,0,0,0,0,2,0,35.8483,-78.5991
-78.6430999999596,35.7782999996397,94469,217995,2018/10/29 20:05:00+00,P18059189,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HARGETT ST,300,E,From,DAWSON ST,E,MCDOWELL ST,Backing up,Backing up,Local Street,No Special Feature,No control present,Clear,,No,2018/11/07 00:09:59.880+00,29,Monday,2,12,October,10,2018,1,0,0,1,0,0,0,0,1,0,1,0,35.7783,-78.6431
-78.7121200003679,35.8136099999711,95313,218850,2018/11/07 18:36:00+00,P18061192,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,REEDY CREEK RD,500,SE,From,EDWARD MILL RD,SE,BLUE RIDGE RD,Angle,Angle,Local Street,No Special Feature,Stop sign,Clear,,No,2018/11/09 19:49:59.940+00,7,Wednesday,4,8,November,11,2018,1,0,0,1,0,0,0,0,0,1,1,0,35.81361,-78.71212
-78.6335999996231,35.7727199996563,95731,219272,2018/11/13 07:17:00+00,P18062304,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,S BLOODWORTH ST,0,,At,E LENOIR ST,,,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop sign,Rain,,Unknown,2018/11/19 20:50:00.569+00,12,Monday,2,21,November,11,2018,0,0,0,1,0,1,0,0,1,0,0,0,35.77272,-78.6336
-78.6767500002723,35.7897400001003,95942,219484,2018/11/16 22:12:00+00,P18063067,Outside Trafficway,In,RALEIGH,Wake,3016 HILLSBOROUGH,90,E,From,DAISY ST,E,DIXIE TRL,Angle,Angle,Public Vehicular Area,"Driveway, public",No control present,Clear,,No,2018/11/21 20:10:00.316+00,16,Friday,6,12,November,11,2018,1,0,0,1,0,0,0,0,1,0,1,0,35.78974,-78.67675
-78.6345000001467,35.7768000001363,96065,219608,2018/11/18 20:41:00+00,P18063460,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,E MARTIN ST,121,E,From,S PERSON ST,E,S BLOODWORTH ST,"Rear end, slow or stop","Rear end, slow or stop",Local Street,No Special Feature,No control present,Clear,,No,2018/11/26 22:50:00.713+00,18,Sunday,1,10,November,11,2018,1,0,0,1,0,0,0,0,0,0,2,0,35.7768,-78.6345
-78.7072499996507,35.7860500002334,96338,219881,2018/11/22 01:59:00+00,P18064144,Outside Trafficway,In,RALEIGH,Wake,4905 WESTERN BLVD,315,W,From,DEBOY ST,W,POWELL DR,Pedalcyclist,Pedalcyclist,Public Vehicular Area,No Special Feature,No control present,Clear,,No,2018/11/26 22:50:00.500+00,21,Wednesday,4,15,November,11,2018,1,1,0,1,0,0,0,0,0,0,3,0,35.78605,-78.70725
-78.6459000001912,35.8363000002037,97877,221436,2018/12/13 22:04:00+00,P18068339,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,CURRITUCK DR,0,,At,LASSITER MILL RD,W,SIX FORKS RD,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2018/12/14 21:50:00.102+00,13,Thursday,5,12,December,12,2018,1,0,0,1,0,0,0,0,0,0,1,0,35.8363,-78.6459
-78.5782000004311,35.8302000001157,100344,223931,2019/01/16 03:01:00+00,P19002900,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,CONSTELLATION DR,0,,At,OLD BUFFALOE RD,E,BUFFALOE RD,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,No control present,Clear,,No,2019/01/18 20:10:00.163+00,15,Tuesday,3,17,January,1,2019,1,0,0,1,0,0,0,0,1,0,1,0,35.8302,-78.5782
-78.6788499999968,35.7821599996881,100697,224286,2019/01/24 11:26:00+00,P19004528,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,WESTERN  BLVD,0,,At,DAN ALLEN DR,W,VARSITY DR,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Rain,,No,2019/01/25 21:50:00.056+00,24,Thursday,5,1,January,1,2019,1,0,0,1,0,0,0,1,0,0,0,1,35.78216,-78.67885
-78.5603899998115,35.7606899998914,101806,225408,2019/02/09 05:24:00+00,P19007678,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,NEW HOPE ROAD,612,S,From,OLD POOLE ROAD,S,EVA MAE DRIVE,Pedalcyclist,"Sideswipe, same direction",Local Street,No Special Feature,No control present,Clear,,No,2019/02/11 19:49:59.990+00,8,Friday,6,19,February,2,2019,1,0,0,1,0,0,0,0,1,0,1,0,35.76069,-78.56039
-78.5829999999298,35.9030000001897,102099,225705,2019/02/13 18:21:00+00,P19008439,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,TENDERFOOT TRL,10,S,From,DURANT RD,S,HIKING TRL,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,No control present,Clear,,No,2019/02/22 20:50:00.273+00,13,Wednesday,4,8,February,2,2019,1,0,0,1,0,0,0,0,1,0,1,0,35.903,-78.583
-78.7054999997306,35.8144000001335,102868,226484,2019/02/22 18:57:00+00,P19010169,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,BLUE RIDGE  RD,0,,At,FAIR MEADOW LN,S,REEDY CREEK RD,"Right turn, same roadway","Right turn, same roadway",Local Street,T-intersection,No control present,Cloudy,Rain,No,2019/03/05 19:49:59.670+00,22,Friday,6,8,February,2,2019,0,0,0,1,0,1,0,0,0,0,2,0,35.8144,-78.7055
-78.7710000002071,35.8969999997038,103032,226648,2019/02/27 03:20:00+00,P19011008,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,LUMLEY RD,0,,At,COMMERCE BLVD,E,GLENWOOD AVE,"Left turn, different roadways","Left turn, different roadways",Local Street,No Special Feature,Stop and go signal,Clear,,No,2019/02/27 21:10:00.076+00,26,Tuesday,3,17,February,2,2019,1,0,0,1,0,0,0,0,1,0,1,0,35.897,-78.771
-78.6663000000818,35.7697000000028,104622,228257,2019/03/21 22:49:00+00,P19015528,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,BLAIR ST,300,E,From,CENTENNIAL PRKWY,E,BARBOUR DR,"Rear end, slow or stop","Rear end, slow or stop",Local Street,No Special Feature,No control present,Cloudy,,No,2019/03/26 18:50:00.210+00,21,Thursday,5,14,March,3,2019,1,0,0,1,0,0,0,0,0,1,0,1,35.7697,-78.6663
-78.6459000001912,35.7808000000563,105261,228901,2019/03/30 02:22:00+00,P19017196,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,EDENTON ST,3,N,From,S WEST ST,N,JONES ST,Angle,Angle,Local Street,No Special Feature,No control present,Clear,,No,2019/04/23 19:49:59.822+00,29,Friday,6,18,March,3,2019,1,0,0,1,0,0,0,0,0,1,1,0,35.7808,-78.6459
-78.6871000000054,35.784799999855,105359,228999,2019/03/31 20:48:00+00,P19017514,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,WESTERN  BLVD,10,W,From,GORMAN ST,W,METHOD RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop and go signal,Cloudy,,No,2019/04/01 20:49:59.596+00,31,Sunday,1,12,March,3,2019,1,0,0,1,0,0,0,0,0,1,1,0,35.7848,-78.6871
-78.680559999734,35.857920000035,106009,229653,2019/04/09 01:19:00+00,P19019220,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,CREEDMOOR RD,30,N,From,PLAZA PL,N,MILLBROOK RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop and go signal,Cloudy,,No,2019/04/17 17:10:00.009+00,8,Monday,2,17,April,4,2019,1,0,0,1,0,0,0,0,1,0,1,0,35.85792,-78.68056
-78.7816999997445,35.9123000000398,106083,229727,2019/04/09 21:15:00+00,P19019399,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,GLENWOOD AVE,5,SE,From,BRIER CREEK PKWY,SE,540,"Left turn, different roadways","Left turn, different roadways",State Secondary Route,Four-way intersection,Stop and go signal,Cloudy,,No,2019/04/12 19:49:59.990+00,9,Tuesday,3,13,April,4,2019,1,0,0,1,0,0,0,0,0,1,1,0,35.9123,-78.7817
-78.6459999997503,35.8750000003062,107106,230763,2019/04/24 02:57:00+00,P19022345,Outside Trafficway,In,RALEIGH,Wake,FALLS OF NEUSE RD,300,S,From,HUNTING RIDGE RD,S,BULLARD CT,Pedalcyclist,Pedalcyclist,Public Vehicular Area,"Driveway, public",No control present,Clear,,No,2019/04/24 17:50:00.217+00,23,Tuesday,3,18,April,4,2019,1,0,0,1,0,0,0,0,0,0,2,0,35.875,-78.646
-78.6453000001416,35.7712000000614,107461,231119,2019/04/29 02:14:00+00,P19023363,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,DOROTHEA DR,,E,From,S SAUNDERS ST,,,Parked Motor Vehicle,Parked Motor Vehicle,Local Street,No Special Feature,No control present,Clear,,No,2019/05/16 18:10:00.130+00,28,Sunday,1,18,April,4,2019,1,0,0,1,1,0,0,1,1,0,1,0,35.7712,-78.6453
-78.6665000000983,35.8680000003405,108593,232261,2019/05/15 00:30:00+00,P19026681,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,LEAD MINE RD,0,,At,LAKEPARK DR,SW,ASHLEY RIDGE DR,"Left turn, same roadway","Left turn, same roadway",Local Street,T-intersection,Double yellow line (no passing zone),Clear,,No,2019/05/15 18:49:59.736+00,14,Tuesday,3,16,May,5,2019,0,0,0,1,0,1,0,0,1,0,1,0,35.868,-78.6665
-78.6695000003464,35.9020999998242,108627,232295,2019/05/13 23:16:00+00,P19026433,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,STRICKLAND RD,751,W,From,WINDJAMMER DR,W,BARLEYMOOR DR,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Cloudy,,No,2019/05/28 18:30:20.680+00,13,Monday,2,15,May,5,2019,1,0,0,1,0,0,0,1,0,0,1,0,35.9021,-78.6695
-78.6574700001151,35.8275600002103,108666,232334,2019/05/15 19:40:00+00,P19026845,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,ALLEGHANY DR,10,N,From,TRANSYLVANIA AVE,N,FORSYTH ST,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop sign,Clear,,No,2019/05/17 20:49:59.907+00,15,Wednesday,4,11,May,5,2019,1,0,0,1,0,0,0,0,0,1,1,0,35.82756,-78.65747
-78.7091700003485,35.8531400000243,108707,232376,2019/05/16 06:18:00+00,P19026977,Outside Trafficway,In,RALEIGH,Wake,4100 DEEP HOLLOW DR,10,N,From,DEEP HOLLOW DR,N,DELTA LAKE DR,Pedalcyclist,Pedalcyclist,Public Vehicular Area,"Driveway, public",No control present,Clear,,No,2019/05/16 17:49:59.806+00,15,Wednesday,4,22,May,5,2019,1,0,0,1,0,0,0,0,1,0,1,0,35.85314,-78.70917
-78.7046999996644,35.7949000001526,109419,233096,2019/05/25 23:06:00+00,P19028954,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILLSBOROUGH ST,431,NE,From,BLUE RIDGE RD,NE,440,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2019/05/28 18:10:20.552+00,25,Saturday,7,15,May,5,2019,1,1,0,1,0,0,0,0,1,0,2,0,35.7949,-78.7047
-78.6842999997738,35.772700000253,109729,233408,2019/05/30 14:00:00+00,P19029987,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,AVENT FERRY RD,0,,At,CHAPPELL DR,SW,CREST,Angle,Angle,Local Street,No Special Feature,Stop sign,Clear,,No,2019/06/05 18:50:09.903+00,30,Thursday,5,6,May,5,2019,1,0,0,1,0,0,0,0,0,0,2,0,35.7727,-78.6843
-78.6471999998496,35.7872999999004,109988,233670,2019/06/04 04:50:00+00,P19030819,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,GLENWOOD AVE,10,W,From,JOHNSON ST,W,WEST ST,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2019/06/10 21:50:01.759+00,3,Monday,2,20,June,6,2019,1,1,0,1,0,0,0,0,0,1,2,0,35.7873,-78.6472
-78.6666800000234,35.7873600001944,111441,235136,2019/06/24 23:30:00+00,P19035064,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILLSBOROUGH ST,100,E,From,CHAMBERLAIN ST,E,LOGAN CT,"Rear end, slow or stop","Rear end, slow or stop",Local Street,No Special Feature,No control present,Clear,,No,2019/07/05 19:07:22.619+00,24,Monday,2,15,June,6,2019,1,0,0,1,0,0,0,0,1,0,1,0,35.78736,-78.66668
-78.7007300003691,35.7533000003276,111815,235516,2019/06/30 16:56:00+00,P19036282,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,GORMAN ST,5,S,From,40,S,TRYON RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop and go signal,Clear,,No,2019/07/05 19:07:22.609+00,30,Sunday,1,8,June,6,2019,1,0,0,1,0,0,0,0,0,0,2,0,35.7533,-78.70073
-78.5941000003987,35.916600000311,112369,236080,2019/07/10 01:04:00+00,P19038065,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,FALLS OF NEUSE RD,0,,At,RAVEN RIDGE RD,NW,MARION STONE WAY,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2019/07/10 18:47:14.892+00,9,Tuesday,3,17,July,7,2019,1,0,0,1,0,0,0,0,1,0,1,0,35.9166,-78.5941
-78.5428799996659,35.8089900000609,113179,236899,2019/07/16 18:41:00+00,P19039353,Roadside,In,RALEIGH,Wake,1936 CRAG BURN LN,50,S,From,GRAND TRAVERSE DR,S,LONG COVE CT,Pedalcyclist,Pedalcyclist,"Private Road, Driveway","Driveway, private",No control present,Clear,,No,2019/07/22 20:46:57.282+00,16,Tuesday,3,10,July,7,2019,1,0,0,1,0,0,0,0,1,0,0,0,35.80899,-78.54288
